年月日,時刻コード,始値(円/kWh),高値(円/kWh),安値(円/kWh),終値(円/kWh),平均(円/kWh),約定量合計(kWh),約定件数
2024/05/08,27,10.07,18.50,0.01,7.14,12.98,1030700,338
2024/05/08,28,13.88,18.50,1.51,11.37,13.52,752150,261
2024/05/08,29,13.96,15.19,4.00,9.35,12.24,1115350,344
2024/05/08,30,15.21,15.21,5.50,6.60,9.31,190400,131
2024/05/08,31,11.34,15.00,6.18,6.18,12.98,564550,222
2024/05/08,32,11.59,16.04,7.59,10.54,13.37,559800,244
2024/05/08,33,14.23,16.01,7.70,13.55,14.01,378250,199
2024/05/08,34,15.38,17.15,7.74,11.97,15.11,410900,185
2024/05/08,35,9.59,16.25,7.67,12.64,14.17,579200,199
2024/05/08,36,10.40,16.79,8.06,14.79,14.28,492650,205
2024/05/08,37,15.50,16.37,11.39,14.61,13.39,300800,143
2024/05/08,38,17.50,18.00,10.53,12.15,13.91,357050,155
2024/05/08,39,17.03,22.00,11.19,11.98,14.65,414450,144
2024/05/08,40,15.19,16.94,11.63,11.71,14.40,271100,129
2024/05/08,41,14.69,16.94,11.10,11.19,13.88,360750,131
2024/05/08,42,12.10,14.25,11.20,11.46,13.19,388550,135
2024/05/08,43,14.65,25.75,10.11,10.11,14.71,264750,118
2024/05/08,44,13.05,14.86,11.00,11.27,11.96,392100,123
2024/05/08,45,13.97,15.18,9.89,12.69,13.04,349600,138
2024/05/08,46,13.27,15.06,9.31,12.16,12.75,417500,145
2024/05/08,47,14.41,130.00,9.35,9.65,13.24,465350,184
2024/05/08,48,8.00,14.46,8.00,9.16,12.58,1030150,266
2024/05/09,1,9.61,12.47,8.75,11.36,11.64,515600,89
2024/05/09,2,9.50,12.32,9.10,11.42,12.02,287400,53
2024/05/09,3,9.50,12.37,8.75,12.30,12.10,222100,41
2024/05/09,4,13.21,13.21,8.75,10.21,11.86,183100,42
2024/05/09,5,13.65,13.65,9.10,12.75,11.95,200050,41
2024/05/09,6,10.90,12.71,9.50,12.31,11.96,214000,56
2024/05/09,7,13.50,13.50,9.50,12.60,12.14,265100,84
2024/05/09,8,12.50,13.43,9.50,11.13,12.36,394550,88
2024/05/09,9,9.95,14.94,9.44,10.34,12.71,141250,58
2024/05/09,10,12.30,13.29,9.00,10.01,12.43,381200,91
2024/05/09,11,12.30,12.50,10.30,10.39,12.19,215250,57
2024/05/09,12,11.33,13.14,9.00,12.65,11.95,476650,121
2024/05/09,13,12.30,12.31,9.00,10.91,11.59,146350,42
2024/05/09,14,11.45,11.69,7.00,7.54,9.35,40200,37
2024/05/09,15,7.32,15.32,0.19,5.01,5.74,523000,137
2024/05/09,16,10.03,12.73,0.01,0.01,3.88,673200,181
2024/05/09,17,0.01,12.29,0.01,9.81,3.49,858200,221
2024/05/09,18,10.26,12.40,0.01,12.40,2.99,859100,205
2024/05/09,19,6.00,12.50,0.01,0.01,2.46,911950,203
2024/05/09,20,0.01,11.91,0.01,0.01,1.34,811200,181
2024/05/09,21,0.01,12.48,0.01,0.01,3.11,1029450,235
2024/05/09,22,10.08,14.93,0.01,0.20,2.64,995250,212
2024/05/09,23,9.89,15.00,0.01,15.00,2.66,1069100,230
2024/05/09,24,9.49,14.52,0.01,11.92,4.16,797400,194
2024/05/09,25,4.00,13.40,0.01,11.92,3.24,879900,199
2024/05/09,26,4.00,10.44,0.01,10.18,2.64,854500,200
2024/05/09,27,4.31,11.20,0.01,11.20,3.38,704450,197
2024/05/09,28,5.07,10.43,0.01,10.08,3.52,584550,168
2024/05/09,29,0.01,11.20,0.01,8.01,2.24,959950,231
2024/05/09,30,0.01,13.80,0.01,8.41,2.75,764900,225
2024/05/09,31,0.01,13.03,0.01,8.49,2.84,893300,244
2024/05/09,32,0.01,10.20,0.01,8.05,4.00,703500,235
2024/05/09,33,10.07,10.30,0.01,8.00,5.82,577350,191
2024/05/09,34,10.84,11.27,3.00,5.10,8.52,78950,131
2024/05/09,35,13.00,13.70,7.73,12.10,10.59,271750,123
2024/05/09,36,17.00,17.00,8.58,15.07,12.69,161700,107
2024/05/09,37,14.65,16.78,11.50,15.20,14.98,221900,99
2024/05/09,38,14.85,16.12,11.97,15.20,14.27,500500,210
2024/05/09,39,14.85,16.47,12.00,14.87,14.28,491650,181
2024/05/09,40,14.70,16.94,11.50,14.00,13.11,457800,140
2024/05/09,41,14.67,16.70,11.77,14.75,13.79,346150,111
2024/05/09,42,13.50,15.08,10.90,12.86,12.81,281100,90
2024/05/09,43,13.50,13.98,10.83,13.13,12.34,228250,83
2024/05/09,44,12.00,13.34,10.00,13.30,12.11,270050,81
2024/05/09,45,10.00,13.21,9.50,13.21,11.46,153150,67
2024/05/09,46,11.39,13.30,9.69,10.09,12.19,323000,89
2024/05/09,47,12.53,13.30,9.83,11.13,12.14,318850,107
2024/05/09,48,14.08,14.08,9.00,10.00,12.13,434800,135
2024/05/10,1,12.00,12.00,9.54,10.54,11.01,367250,62
2024/05/10,2,10.42,11.72,9.06,9.06,10.73,112550,48
2024/05/10,3,10.25,10.75,7.66,9.76,9.92,150450,60
2024/05/10,4,11.29,12.00,4.14,9.15,9.93,400200,81
2024/05/10,5,14.59,14.59,4.14,8.97,9.83,380250,93
2024/05/10,6,11.29,12.00,7.50,10.39,10.66,319350,64
2024/05/10,7,10.50,12.31,9.97,10.53,11.13,450550,78
2024/05/10,8,12.00,12.11,10.00,10.56,11.28,398750,72
2024/05/10,9,11.05,12.00,10.30,11.15,11.61,298100,62
2024/05/10,10,11.07,12.00,10.30,11.00,11.66,280300,58
2024/05/10,11,11.00,12.00,10.89,11.51,11.70,376650,72
2024/05/10,12,10.18,12.00,10.07,10.28,11.12,248450,86
2024/05/10,13,9.70,11.58,9.67,11.00,10.25,320850,101
2024/05/10,14,8.00,10.01,8.00,8.10,9.47,353100,87
2024/05/10,15,9.00,10.00,2.99,8.92,7.81,166650,54
2024/05/10,16,3.00,9.68,0.01,3.00,2.99,901050,229
2024/05/10,17,2.00,7.00,0.01,1.99,2.58,1118500,268
2024/05/10,18,3.00,8.00,0.01,1.00,2.61,1248150,257
2024/05/10,19,0.01,6.99,0.01,0.50,2.39,1406050,245
2024/05/10,20,0.50,5.01,0.01,0.01,1.91,1634950,250
2024/05/10,21,0.01,5.00,0.01,0.01,1.50,1806400,254
2024/05/10,22,0.01,5.00,0.01,0.01,1.48,1839900,287
2024/05/10,23,0.01,5.00,0.01,1.00,1.96,1885650,295
2024/05/10,24,0.01,5.00,0.01,1.11,1.61,1393000,253
2024/05/10,25,0.01,5.01,0.01,0.01,1.35,1679800,321
2024/05/10,26,0.01,5.01,0.01,0.01,1.33,1589950,306
2024/05/10,27,0.01,5.01,0.01,0.09,1.81,1459400,272
2024/05/10,28,0.01,10.00,0.01,5.00,4.07,1372100,287
2024/05/10,29,0.01,10.50,0.01,8.33,3.02,1300000,266
2024/05/10,30,0.01,10.00,0.01,9.24,3.92,1602900,342
2024/05/10,31,9.42,10.80,0.01,9.31,3.80,1343750,291
2024/05/10,32,10.14,11.14,0.01,9.04,4.65,860950,259
2024/05/10,33,9.70,10.00,0.90,9.59,5.12,573300,188
2024/05/10,34,12.00,14.65,7.86,11.91,10.90,356700,148
2024/05/10,35,14.52,15.52,8.86,14.43,12.94,632750,202
2024/05/10,36,11.04,14.64,10.82,11.35,12.87,628700,208
2024/05/10,37,12.95,14.37,10.27,12.69,12.74,638100,204
2024/05/10,38,14.65,15.38,11.06,11.91,13.20,901450,193
2024/05/10,39,14.38,15.26,10.00,13.88,12.82,971000,218
2024/05/10,40,13.65,15.00,10.00,12.15,12.71,748350,210
2024/05/10,41,12.90,15.00,10.00,12.90,12.62,739850,203
2024/05/10,42,12.54,14.04,10.00,11.93,12.16,691200,160
2024/05/10,43,14.15,16.31,9.50,14.75,12.66,828500,169
2024/05/10,44,13.05,16.17,9.50,11.00,12.36,654350,140
2024/05/10,45,12.10,15.20,10.77,10.82,12.51,647950,159
2024/05/10,46,12.08,15.18,10.40,10.82,12.46,577300,158
2024/05/10,47,12.00,20.00,10.00,18.00,12.50,520750,166
2024/05/10,48,11.22,12.31,9.30,10.01,11.92,636250,149
2024/05/11,1,12.08,14.08,9.00,12.08,12.09,555250,141
2024/05/11,2,13.59,14.00,8.97,11.69,12.39,510450,172
2024/05/11,3,11.91,15.01,9.20,10.19,12.80,324900,105
2024/05/11,4,11.56,14.10,9.23,11.67,12.43,407450,92
2024/05/11,5,15.31,15.31,9.24,9.56,12.35,344600,90
2024/05/11,6,11.97,14.84,9.30,11.00,12.53,356000,105
2024/05/11,7,12.07,13.00,9.34,10.44,12.01,523400,152
2024/05/11,8,16.32,16.32,10.00,10.00,12.67,444050,116
2024/05/11,9,12.18,14.07,9.88,11.30,12.49,392650,121
2024/05/11,10,12.79,14.79,5.85,5.85,12.93,357500,138
2024/05/11,11,12.07,14.07,10.96,10.96,12.47,414200,126
2024/05/11,12,11.55,14.92,10.00,10.00,12.92,363000,121
2024/05/11,13,9.67,15.46,5.00,12.50,11.84,371500,135
2024/05/11,14,6.15,12.36,4.15,4.15,10.68,289250,116
2024/05/11,15,0.01,9.61,0.01,6.11,2.34,466500,136
2024/05/11,16,1.07,3.00,0.01,3.00,1.28,769850,162
2024/05/11,17,0.09,3.02,0.01,1.00,1.24,663250,150
2024/05/11,18,0.01,4.00,0.01,4.00,1.15,785950,209
2024/05/11,19,0.01,4.00,0.01,0.11,1.10,1325400,265
2024/05/11,20,0.01,4.00,0.01,0.01,0.85,1633050,284
2024/05/11,21,0.01,3.00,0.01,0.01,0.43,1365450,230
2024/05/11,22,0.01,1.51,0.01,0.01,0.27,1371400,221
2024/05/11,23,0.01,3.00,0.01,0.01,0.57,1438250,240
2024/05/11,24,0.01,3.00,0.01,1.00,0.49,1308900,215
2024/05/11,25,0.01,4.00,0.01,0.11,0.66,1368000,230
2024/05/11,26,0.01,3.00,0.01,0.01,0.50,1141800,204
2024/05/11,27,0.01,3.00,0.01,0.01,0.60,1247450,258
2024/05/11,28,0.01,3.00,0.01,0.01,0.53,1113650,243
2024/05/11,29,0.01,3.01,0.01,2.00,0.68,1038650,267
2024/05/11,30,1.00,6.27,0.01,0.01,1.49,1460150,280
2024/05/11,31,0.01,8.66,0.01,5.00,1.92,984100,211
2024/05/11,32,9.42,12.52,0.01,9.52,4.39,1075050,300
2024/05/11,33,0.01,9.70,0.01,5.10,3.91,1084100,266
2024/05/11,34,8.37,15.29,0.01,3.00,11.30,423750,171
2024/05/11,35,6.00,15.50,2.10,11.16,12.12,627100,218
2024/05/11,36,9.67,16.00,6.03,11.37,13.45,613500,225
2024/05/11,37,10.00,18.76,9.39,10.00,14.47,1025250,290
2024/05/11,38,18.89,19.94,9.27,9.27,15.21,1180400,291
2024/05/11,39,20.66,20.66,10.00,18.81,15.34,1253900,293
2024/05/11,40,18.89,19.10,9.20,10.59,14.75,1619500,333
2024/05/11,41,10.59,19.00,10.00,10.48,16.52,494250,177
2024/05/11,42,16.35,18.45,9.89,10.34,15.75,629750,198
2024/05/11,43,10.10,17.26,9.98,10.90,14.04,859350,219
2024/05/11,44,9.97,15.73,9.16,10.90,13.37,635550,169
2024/05/11,45,10.27,14.15,9.98,10.50,12.55,451050,132
2024/05/11,46,10.00,13.16,9.14,11.92,12.24,366150,127
2024/05/11,47,11.56,13.66,8.50,9.70,12.07,348550,148
2024/05/11,48,10.81,15.88,6.79,15.00,12.73,370150,133
2024/05/12,1,12.20,15.68,9.09,10.60,13.68,201850,73
2024/05/12,2,9.57,13.13,9.00,9.57,11.19,240450,87
2024/05/12,3,8.65,13.59,7.14,10.70,11.21,345150,95
2024/05/12,4,10.87,12.76,7.71,10.65,11.00,327150,97
2024/05/12,5,10.90,12.79,7.80,9.86,10.85,373100,118
2024/05/12,6,9.72,12.79,8.74,10.50,11.61,296900,91
2024/05/12,7,12.00,13.60,10.23,11.00,12.67,245550,72
2024/05/12,8,11.49,13.38,9.50,11.49,12.19,192300,71
2024/05/12,9,11.18,14.87,10.28,10.82,13.37,198300,67
2024/05/12,10,11.51,13.63,10.82,11.51,12.78,202150,77
2024/05/12,11,12.40,12.66,10.55,10.55,12.14,195800,66
2024/05/12,12,10.11,12.00,9.89,9.89,11.35,182100,82
2024/05/12,13,9.22,12.00,9.20,9.20,10.19,232800,103
2024/05/12,14,8.66,11.19,8.06,9.90,9.72,498500,128
2024/05/12,15,5.60,10.82,1.00,1.20,6.20,792400,171
2024/05/12,16,0.01,10.01,0.01,0.01,3.65,657400,189
2024/05/12,17,6.51,10.01,0.01,0.01,3.80,465100,124
2024/05/12,18,6.51,10.01,0.01,0.01,3.29,471550,118
2024/05/12,19,8.50,10.38,0.09,0.09,3.51,483450,123
2024/05/12,20,10.00,10.01,0.01,0.01,5.21,769800,213
2024/05/12,21,0.01,10.01,0.01,10.01,5.30,671050,211
2024/05/12,22,0.01,10.01,0.01,0.49,4.94,537000,160
2024/05/12,23,0.01,10.01,0.01,8.52,4.84,446500,147
2024/05/12,24,0.01,10.17,0.01,8.52,5.93,320800,140
2024/05/12,25,8.68,11.80,0.49,8.79,7.50,418400,123
2024/05/12,26,9.50,11.09,0.01,9.50,9.98,288400,128
2024/05/12,27,9.50,11.09,9.30,9.39,10.02,428900,137
2024/05/12,28,9.54,10.74,8.51,9.43,9.78,526450,136
2024/05/12,29,9.67,10.67,8.49,9.57,9.96,363900,133
2024/05/12,30,10.67,10.67,8.68,9.56,10.10,261350,110
2024/05/12,31,9.99,10.83,9.60,9.60,10.29,326750,139
2024/05/12,32,10.40,12.60,5.85,10.49,10.70,376150,162
2024/05/12,33,10.50,15.20,0.01,10.58,10.48,350700,178
2024/05/12,34,11.57,15.70,0.01,11.66,11.55,301650,162
2024/05/12,35,13.00,14.80,0.01,0.01,12.91,324700,195
2024/05/12,36,13.68,14.69,12.00,13.69,13.45,443300,213
2024/05/12,37,15.50,16.94,0.01,15.61,13.84,591500,179
2024/05/12,38,18.00,19.00,11.83,12.40,15.19,679550,209
2024/05/12,39,18.67,20.00,11.00,18.00,15.49,624850,175
2024/05/12,40,16.00,18.45,11.00,11.30,14.55,583000,191
2024/05/12,41,12.40,16.94,10.34,10.50,14.40,400750,137
2024/05/12,42,11.09,15.70,10.00,10.89,13.39,197900,77
2024/05/12,43,11.66,14.50,10.08,10.90,11.99,496150,107
2024/05/12,44,11.00,13.24,9.19,11.00,12.34,230450,74
2024/05/12,45,11.05,14.50,9.68,9.68,12.05,147950,72
2024/05/12,46,10.49,12.60,9.00,9.88,11.09,102850,73
2024/05/12,47,10.65,12.76,9.00,9.63,11.66,149200,75
2024/05/12,48,10.44,12.34,8.50,9.39,10.85,333850,105
2024/05/13,1,13.40,13.40,9.70,9.70,10.79,189950,59
2024/05/13,2,10.15,13.04,9.69,9.69,11.21,151900,42
2024/05/13,3,11.01,13.40,9.96,10.80,11.13,158800,45
2024/05/13,4,10.14,13.12,9.71,9.79,11.20,209700,54
2024/05/13,5,10.23,11.94,10.00,10.18,10.93,195450,56
2024/05/13,6,10.48,12.08,9.90,9.90,10.95,180350,50
2024/05/13,7,9.90,12.08,9.90,9.98,11.01,180850,45
2024/05/13,8,10.48,12.50,10.35,10.46,11.63,194750,42
2024/05/13,9,10.00,12.30,10.00,10.37,11.48,203250,47
2024/05/13,10,10.00,12.46,10.00,10.39,11.82,240050,44
2024/05/13,11,10.00,12.30,8.48,8.48,11.50,164250,44
2024/05/13,12,10.00,11.94,10.00,10.34,11.01,100000,35
2024/05/13,13,10.00,12.30,8.60,8.60,10.75,295550,71
2024/05/13,14,10.58,13.10,8.60,11.59,11.18,247800,71
2024/05/13,15,10.16,13.84,8.78,12.45,11.17,160200,51
2024/05/13,16,10.00,13.98,8.00,11.58,11.06,118350,52
2024/05/13,17,5.41,13.21,5.41,11.71,10.51,134000,65
2024/05/13,18,18.18,21.15,9.75,18.16,14.66,377750,98
2024/05/13,19,20.82,24.79,4.90,4.90,17.72,586750,155
2024/05/13,20,20.82,24.79,0.08,10.73,17.43,559900,147
2024/05/13,21,20.82,24.79,0.01,3.00,17.66,515350,148
2024/05/13,22,21.34,24.79,0.01,15.34,18.44,494050,149
2024/05/13,23,21.34,24.79,0.01,8.31,18.38,497350,169
2024/05/13,24,20.26,25.71,0.01,19.71,18.17,633500,202
2024/05/13,25,21.35,24.80,0.01,0.01,15.12,392100,145
2024/05/13,26,19.93,25.38,0.01,11.14,13.89,334000,132
2024/05/13,27,19.57,23.00,0.01,8.21,16.64,529300,180
2024/05/13,28,20.55,25.00,0.01,8.24,17.72,679900,231
2024/05/13,29,21.24,24.69,0.01,10.23,17.04,517850,205
2024/05/13,30,20.55,25.00,1.00,19.89,19.00,741350,253
2024/05/13,31,19.54,23.00,5.00,8.34,18.66,399700,148
2024/05/13,32,21.34,24.79,8.51,8.94,19.41,415700,172
2024/05/13,33,10.56,24.79,5.08,20.00,17.30,528400,181
2024/05/13,34,11.42,20.89,10.33,17.00,16.33,768500,220
2024/05/13,35,20.82,24.79,11.92,13.82,18.18,533750,192
2024/05/13,36,20.82,24.79,13.00,14.00,18.37,547450,192
2024/05/13,37,17.07,20.89,10.65,10.65,18.32,506150,201
2024/05/13,38,17.07,25.00,12.09,25.00,18.13,559950,219
2024/05/13,39,17.07,20.94,12.09,17.41,17.51,530800,200
2024/05/13,40,15.40,18.75,13.01,15.42,15.38,1040150,306
2024/05/13,41,14.37,17.64,12.39,12.39,14.88,1216650,381
2024/05/13,42,12.48,20.19,10.82,11.74,13.66,1124800,336
2024/05/13,43,11.66,15.83,10.82,11.19,13.07,1035900,313
2024/05/13,44,11.75,13.75,10.65,10.82,11.97,477100,133
2024/05/13,45,12.80,14.67,10.82,11.19,11.94,672750,145
2024/05/13,46,12.17,13.83,10.82,11.06,12.10,460450,111
2024/05/13,47,11.50,13.94,10.82,11.39,11.82,446900,133
2024/05/13,48,10.60,13.10,10.54,10.70,11.78,345900,100
2024/05/14,1,12.08,15.26,5.00,12.08,12.29,288600,72
2024/05/14,2,11.06,12.86,5.00,11.16,10.91,215400,68
2024/05/14,3,11.60,12.31,5.00,10.71,11.01,288100,69
2024/05/14,4,10.60,12.60,5.00,10.71,10.99,248050,59
2024/05/14,5,10.70,13.70,5.00,10.81,10.91,271800,76
2024/05/14,6,11.32,14.38,5.00,11.43,11.90,416650,91
2024/05/14,7,12.08,14.04,5.00,11.37,12.15,298850,87
2024/05/14,8,12.43,13.43,5.00,11.93,11.97,361400,96
2024/05/14,9,12.79,13.79,5.00,11.68,12.25,402550,115
2024/05/14,10,13.65,13.86,5.00,12.75,12.26,342000,131
2024/05/14,11,13.77,14.13,5.00,11.07,12.13,484900,129
2024/05/14,12,11.00,12.42,5.00,10.82,11.49,395500,109
2024/05/14,13,10.60,13.70,5.00,10.40,11.23,278400,81
2024/05/14,14,10.37,12.27,5.00,12.23,10.80,282950,91
2024/05/14,15,10.00,14.40,2.91,10.09,9.68,375550,114
2024/05/14,16,0.01,14.58,0.01,10.09,5.99,732100,191
2024/05/14,17,0.01,12.61,0.01,10.00,4.62,776050,210
2024/05/14,18,0.01,14.18,0.01,6.00,4.46,878550,235
2024/05/14,19,0.01,13.64,0.01,7.63,3.14,933000,207
2024/05/14,20,0.01,13.81,0.01,10.43,3.10,1114900,218
2024/05/14,21,0.01,13.93,0.01,10.03,3.00,1249150,234
2024/05/14,22,0.01,13.81,0.01,10.93,3.12,1395250,254
2024/05/14,23,0.01,13.93,0.01,1.90,2.81,1443300,266
2024/05/14,24,0.01,12.36,0.01,8.19,2.20,1448250,237
2024/05/14,25,0.01,6.96,0.01,0.01,1.42,1477550,266
2024/05/14,26,0.01,6.96,0.01,0.01,1.35,1701950,289
2024/05/14,27,0.01,8.50,0.01,2.90,2.17,1549750,290
2024/05/14,28,0.01,10.90,0.01,8.00,2.54,1214750,251
2024/05/14,29,0.01,10.87,0.01,8.08,2.94,962450,246
2024/05/14,30,0.01,10.80,0.01,1.29,3.24,767950,226
2024/05/14,31,0.01,10.59,0.01,1.10,2.79,967850,232
2024/05/14,32,10.60,11.00,0.02,5.22,4.64,934600,225
2024/05/14,33,10.60,11.60,3.00,5.01,6.93,443100,155
2024/05/14,34,15.32,15.32,8.00,9.00,10.90,407950,151
2024/05/14,35,12.71,13.10,9.50,10.82,11.45,227300,104
2024/05/14,36,14.92,20.00,10.00,11.92,11.82,476800,158
2024/05/14,37,18.00,23.11,11.96,14.60,14.09,659250,200
2024/05/14,38,18.09,23.11,12.30,13.28,14.25,953750,240
2024/05/14,39,18.50,23.11,12.00,13.07,14.55,862100,212
2024/05/14,40,15.88,16.08,11.53,13.06,13.96,793000,194
2024/05/14,41,14.88,15.08,10.00,13.16,12.68,650350,169
2024/05/14,42,15.01,15.01,11.00,12.61,12.67,632750,139
2024/05/14,43,14.00,14.79,9.80,12.18,12.11,579600,171
2024/05/14,44,11.99,12.99,9.80,11.88,11.66,618250,158
2024/05/14,45,13.97,14.70,9.50,13.19,12.40,645400,138
2024/05/14,46,14.30,14.65,9.30,9.98,12.02,551500,119
2024/05/14,47,12.95,13.95,9.30,10.00,11.04,617000,157
2024/05/14,48,11.32,12.50,5.00,12.50,10.78,609150,178
2024/05/15,1,12.30,12.47,9.50,12.00,12.13,166250,34
2024/05/15,2,10.52,12.30,9.50,10.96,11.36,115150,40
2024/05/15,3,12.30,12.30,9.50,9.50,11.84,167100,52
2024/05/15,4,12.30,12.30,9.50,10.77,11.87,162350,37
2024/05/15,5,12.30,12.30,9.57,9.77,11.95,154150,35
2024/05/15,6,12.00,13.00,9.50,12.21,12.10,185200,40
2024/05/15,7,12.30,13.00,9.50,11.89,12.23,191750,41
2024/05/15,8,12.30,13.16,10.24,12.05,12.34,206700,46
2024/05/15,9,12.42,13.70,10.24,10.82,12.45,206050,57
2024/05/15,10,12.87,13.95,8.34,8.34,12.11,187950,57
2024/05/15,11,12.35,13.00,10.15,10.15,12.05,174850,58
2024/05/15,12,12.09,12.31,10.17,11.68,11.92,290750,62
2024/05/15,13,13.82,18.02,9.40,10.10,11.80,174350,50
2024/05/15,14,10.15,10.71,7.61,10.14,9.77,98000,42
2024/05/15,15,9.93,10.51,4.00,9.71,7.76,175550,83
2024/05/15,16,9.80,10.51,3.40,7.70,6.23,190450,91
2024/05/15,17,9.26,10.51,5.76,10.00,8.51,175050,63
2024/05/15,18,9.90,10.20,0.01,5.01,8.12,149250,68
2024/05/15,19,7.00,10.42,0.01,0.01,6.25,163700,71
2024/05/15,20,0.82,10.29,0.01,0.11,3.49,442900,106
2024/05/15,21,0.16,11.02,0.01,7.50,3.26,591550,131
2024/05/15,22,0.57,11.15,0.01,5.01,3.75,668250,169
2024/05/15,23,0.57,10.30,0.01,7.60,3.55,580900,149
2024/05/15,24,0.01,10.24,0.01,5.24,3.56,666250,206
2024/05/15,25,0.01,10.00,0.01,1.90,2.68,830000,295
2024/05/15,26,0.01,10.00,0.01,0.01,2.96,662300,263
2024/05/15,27,2.00,10.15,0.01,8.20,4.95,449700,142
2024/05/15,28,9.90,10.39,0.01,9.07,8.12,244050,86
2024/05/15,29,10.53,12.31,0.01,9.31,9.66,298000,95
2024/05/15,30,9.46,12.95,0.01,12.95,9.43,332500,112
2024/05/15,31,9.34,12.72,0.01,12.72,9.04,208750,100
2024/05/15,32,12.30,14.64,8.63,10.61,11.68,214350,79
2024/05/15,33,16.20,16.20,8.69,9.00,11.48,484500,152
2024/05/15,34,18.59,20.59,10.00,20.59,13.38,679250,197
2024/05/15,35,11.17,16.90,8.61,13.14,12.73,788000,197
2024/05/15,36,11.90,20.76,8.46,14.64,13.70,714350,180
2024/05/15,37,18.49,18.49,9.91,14.66,14.70,680900,141
2024/05/15,38,19.47,21.00,11.90,21.00,15.29,649800,145
2024/05/15,39,18.00,20.00,11.90,14.00,15.28,658600,146
2024/05/15,40,13.32,16.65,9.00,13.42,13.71,569100,148
2024/05/15,41,14.41,16.28,10.00,16.28,13.22,436100,132
2024/05/15,42,13.69,15.20,10.00,15.20,12.61,402000,93
2024/05/15,43,12.93,13.44,10.34,12.58,11.88,583400,173
2024/05/15,44,11.20,14.30,9.50,13.01,11.90,614800,164
2024/05/15,45,11.79,14.79,9.79,12.30,11.61,350350,87
2024/05/15,46,12.19,13.51,9.91,12.30,12.01,346000,100
2024/05/15,47,11.61,13.13,9.96,12.18,11.91,238000,86
2024/05/15,48,11.15,13.52,9.00,9.46,11.88,317450,73
2024/05/16,1,12.40,12.40,9.00,11.55,11.33,192500,50
2024/05/16,2,10.79,12.40,5.70,9.67,10.55,228350,72
2024/05/16,3,10.92,12.40,2.52,9.60,10.90,362400,85
2024/05/16,4,12.40,12.40,4.52,12.40,11.28,463600,86
2024/05/16,5,12.30,12.40,6.72,12.40,11.38,437750,82
2024/05/16,6,10.97,12.40,8.67,12.40,11.53,541350,74
2024/05/16,7,12.30,12.40,8.40,10.82,11.70,574700,58
2024/05/16,8,12.30,12.40,9.00,10.20,11.88,403300,77
2024/05/16,9,11.75,12.44,9.00,10.82,11.93,333200,90
2024/05/16,10,10.92,13.60,9.31,10.09,12.07,534300,107
2024/05/16,11,11.29,14.63,9.66,10.63,11.85,607950,117
2024/05/16,12,10.87,13.94,9.00,10.45,12.04,476950,97
2024/05/16,13,10.49,14.52,8.55,9.40,11.76,347750,67
2024/05/16,14,10.05,31.89,8.01,9.88,13.20,140700,61
2024/05/16,15,10.40,14.52,3.87,9.36,11.70,222350,83
2024/05/16,16,12.10,14.64,3.00,9.58,11.42,264800,88
2024/05/16,17,10.70,14.64,2.50,13.13,12.69,237500,105
2024/05/16,18,0.01,15.39,0.01,14.53,11.64,415400,144
2024/05/16,19,0.01,17.80,0.01,11.50,9.49,470950,152
2024/05/16,20,13.80,15.18,0.01,8.00,8.06,678600,178
2024/05/16,21,0.01,14.99,0.01,0.01,7.72,791500,242
2024/05/16,22,0.01,15.20,0.01,10.00,6.48,1021050,294
2024/05/16,23,0.01,16.26,0.01,10.61,5.79,787100,253
2024/05/16,24,0.01,14.90,0.01,11.12,5.24,955700,263
2024/05/16,25,0.01,20.00,0.01,7.46,3.98,1322950,323
2024/05/16,26,9.88,20.00,0.01,17.88,4.18,1487800,338
2024/05/16,27,0.01,19.48,0.01,18.60,5.25,1037550,289
2024/05/16,28,0.01,19.48,0.01,12.63,5.87,874050,254
2024/05/16,29,3.00,19.48,0.01,12.61,6.46,703550,229
2024/05/16,30,0.01,20.15,0.01,10.00,6.74,795550,268
2024/05/16,31,2.00,20.00,0.01,0.01,6.52,904550,237
2024/05/16,32,2.00,20.54,0.08,15.69,8.67,670400,206
2024/05/16,33,4.50,16.94,0.49,4.00,10.40,630700,170
2024/05/16,34,8.71,20.15,1.56,20.15,14.89,536950,176
2024/05/16,35,9.00,20.00,5.00,9.11,15.08,630600,193
2024/05/16,36,11.01,20.15,9.01,14.00,14.90,874350,266
2024/05/16,37,14.82,19.00,10.33,14.90,14.17,1232000,324
2024/05/16,38,16.58,17.86,10.54,10.54,15.05,835600,246
2024/05/16,39,12.90,16.50,10.00,15.00,13.96,859400,250
2024/05/16,40,19.00,19.00,9.80,12.84,14.01,935000,263
2024/05/16,41,12.86,16.55,10.00,12.84,13.74,927800,244
2024/05/16,42,11.45,15.00,10.34,11.34,13.02,1026700,235
2024/05/16,43,11.33,14.36,10.22,11.22,12.22,730600,209
2024/05/16,44,11.89,13.02,8.50,10.29,11.42,783900,146
2024/05/16,45,10.00,14.38,9.20,9.68,12.84,472150,131
2024/05/16,46,12.30,14.32,9.50,9.90,11.55,907600,157
2024/05/16,47,11.56,15.00,9.50,15.00,12.30,308500,95
2024/05/16,48,9.11,12.60,8.90,12.56,11.67,441900,94
2024/05/17,1,9.50,20.00,3.08,20.00,12.01,277350,95
2024/05/17,2,21.45,21.45,0.01,9.60,8.73,193600,67
